sample_id,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-CN-4723-01A,HNSC,simu_bulk_2ds_ref,0.017,0.01,0.021,0.004,0.012,0,0.691,0.019,0.064,0.101,0.007,0.034,0.004,0,0.014,0.002
TCGA-F7-A624-01A,HNSC,simu_bulk_2ds_ref,0.044,0,0.005,0.103,0.013,0,0.628,0,0.007,0.024,0.008,0.165,0,0,0,0
TCGA-CV-A463-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.001,0.011,0.015,0,0.908,0.005,0.033,0,0.005,0,0.001,0,0.015,0.003
TCGA-BB-4228-01A,HNSC,simu_bulk_2ds_ref,0.01,0.001,0.022,0.01,0.001,0,0.816,0.021,0.03,0.067,0.001,0.007,0.004,0,0.009,0.001
TCGA-CV-6953-01A,HNSC,simu_bulk_2ds_ref,0.026,0.001,0.009,0.005,0.013,0,0.859,0.009,0.032,0,0.006,0.003,0.001,0,0.016,0.019
TCGA-CV-7261-01A,HNSC,simu_bulk_2ds_ref,0.008,0.004,0.011,0.002,0.001,0,0.727,0.013,0.04,0.155,0.001,0.023,0.005,0,0.008,0.001
TCGA-P3-A5QF-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.01,0.007,0,0,0.891,0.009,0.04,0,0.001,0.017,0,0,0.02,0.003
TCGA-CR-6470-01A,HNSC,simu_bulk_2ds_ref,0.042,0.04,0.092,0.002,0.023,0,0.499,0.05,0.07,0.1,0.022,0.037,0.003,0,0.02,0
TCGA-CV-5979-01A,HNSC,simu_bulk_2ds_ref,0,0.002,0.011,0.004,0,0,0.873,0.008,0.038,0.05,0.004,0.003,0.001,0,0.006,0
TCGA-CR-6471-01A,HNSC,simu_bulk_2ds_ref,0.005,0,0.041,0.033,0.026,0.001,0.644,0.024,0.098,0.077,0.003,0.009,0.002,0,0.026,0.012
TCGA-CV-7430-01A,HNSC,simu_bulk_2ds_ref,0,0,0.005,0.002,0,0,0.914,0.005,0.042,0,0.001,0.002,0.002,0,0.023,0.002
TCGA-CV-7099-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.014,0.02,0.014,0,0.824,0.009,0.036,0.007,0,0.042,0.003,0,0.022,0.006
TCGA-CQ-6221-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.024,0.001,0.001,0,0.183,0,0.078,0.636,0.001,0.072,0,0,0,0.002
TCGA-CN-6992-01A,HNSC,simu_bulk_2ds_ref,0.003,0.003,0.015,0,0,0,0.79,0.017,0.049,0.095,0.001,0.018,0.004,0,0.003,0
TCGA-BA-5556-01A,HNSC,simu_bulk_2ds_ref,0.005,0.001,0.045,0.041,0.023,0,0.64,0.059,0.11,0.023,0.001,0.021,0.002,0,0.027,0.003
TCGA-CV-7245-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.011,0.003,0.004,0,0.809,0.008,0.044,0.09,0.006,0.003,0.003,0,0.013,0.007
TCGA-UF-A7JV-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.025,0.001,0.001,0,0.724,0.015,0.037,0.107,0,0.079,0.001,0,0.009,0
TCGA-CV-5440-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.006,0,0.001,0,0.834,0.009,0.055,0.026,0.029,0.022,0,0,0.015,0.001
TCGA-UF-A7JO-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.029,0.022,0.023,0,0.678,0.048,0.019,0.037,0,0.125,0,0,0.017,0
TCGA-CV-A45V-01A,HNSC,simu_bulk_2ds_ref,0.001,0.005,0.017,0.012,0.005,0,0.717,0.017,0.092,0.051,0.019,0.022,0.004,0,0.027,0.011
TCGA-H7-7774-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.016,0.014,0.008,0,0.842,0.033,0.023,0,0.005,0.015,0.005,0,0.033,0.006
TCGA-CQ-A4CG-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.007,0,0,0,0.816,0.007,0.048,0.082,0.004,0.019,0.001,0,0.015,0
TCGA-CV-5970-01A,HNSC,simu_bulk_2ds_ref,0.016,0.003,0.017,0.001,0.002,0,0.714,0.017,0.053,0.09,0.028,0.015,0.004,0,0.034,0.006
TCGA-BB-4217-01A,HNSC,simu_bulk_2ds_ref,0.036,0.094,0.05,0,0.001,0.05,0.583,0.027,0.083,0.037,0.011,0.004,0.003,0,0.013,0.007
TCGA-CR-5248-01A,HNSC,simu_bulk_2ds_ref,0.067,0.02,0.037,0.053,0.059,0,0.585,0.032,0.033,0.004,0.002,0.071,0.002,0.004,0.026,0.007
TCGA-CR-7394-01A,HNSC,simu_bulk_2ds_ref,0.047,0.001,0.046,0.028,0.045,0.001,0.461,0.045,0.102,0.084,0.038,0.049,0.004,0,0.035,0.015
TCGA-CV-7421-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.01,0,0.001,0,0.727,0,0.078,0.155,0.001,0.021,0.001,0,0.004,0
TCGA-CN-4729-01A,HNSC,simu_bulk_2ds_ref,0.021,0.002,0.022,0.002,0.004,0.001,0.71,0.015,0.087,0.088,0.008,0.002,0.007,0,0.015,0.015
TCGA-F7-A61V-01A,HNSC,simu_bulk_2ds_ref,0.006,0.002,0.006,0.008,0.001,0,0.879,0.012,0.034,0.012,0.019,0.002,0.003,0,0.008,0.006
TCGA-BA-A6D8-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.012,0,0.002,0,0.872,0.004,0.023,0.066,0.004,0.012,0.002,0,0,0.001
TCGA-CV-5971-01A,HNSC,simu_bulk_2ds_ref,0.012,0.001,0.041,0,0.02,0.001,0.321,0.056,0.132,0.198,0.12,0.068,0.005,0.001,0.012,0.013
TCGA-CQ-6220-01A,HNSC,simu_bulk_2ds_ref,0,0.005,0.016,0.015,0.007,0,0.833,0.02,0.052,0.002,0.008,0.011,0.001,0,0.022,0.009
TCGA-IQ-A61J-01A,HNSC,simu_bulk_2ds_ref,0.001,0.005,0.021,0.002,0.008,0,0.655,0.032,0.092,0.099,0.032,0.019,0.006,0,0.027,0
TCGA-BA-7269-01A,HNSC,simu_bulk_2ds_ref,0.005,0,0.009,0,0.002,0,0.853,0.002,0.028,0.084,0.005,0.01,0.001,0,0,0
TCGA-CV-7178-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.022,0.005,0.02,0,0.539,0.033,0.084,0.174,0.04,0.054,0.003,0,0.021,0.001
TCGA-BB-A6UO-01A,HNSC,simu_bulk_2ds_ref,0,0,0.008,0.01,0,0,0.811,0.002,0.082,0.066,0.011,0.002,0.001,0,0.006,0.001
TCGA-CV-A468-01A,HNSC,simu_bulk_2ds_ref,0.017,0.001,0.027,0.033,0.024,0.001,0.511,0.05,0.075,0.154,0.024,0.045,0.006,0,0.03,0.001
TCGA-CV-6960-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.013,0,0,0,0.848,0.01,0.056,0.037,0,0.013,0.003,0,0.016,0
TCGA-CV-7252-01A,HNSC,simu_bulk_2ds_ref,0.006,0.002,0.014,0.005,0.002,0,0.736,0.014,0.107,0.061,0.016,0.021,0.001,0,0.01,0.004
TCGA-CV-A45X-01A,HNSC,simu_bulk_2ds_ref,0,0,0.012,0.001,0.001,0,0.888,0.009,0.042,0,0.007,0.002,0.002,0,0.022,0.014
TCGA-CN-A6UY-01A,HNSC,simu_bulk_2ds_ref,0.019,0,0.051,0.037,0.018,0,0.753,0.071,0.019,0.008,0,0.014,0,0,0.009,0.001
TCGA-CQ-6222-01A,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.027,0.001,0.03,0,0.607,0.035,0.062,0.013,0.043,0.13,0.002,0,0.036,0.01
TCGA-MZ-A7D7-01A,HNSC,simu_bulk_2ds_ref,0,0,0.004,0.002,0,0,0.935,0.004,0.032,0.005,0,0.001,0.003,0,0.01,0.004
TCGA-CQ-5329-01A,HNSC,simu_bulk_2ds_ref,0.003,0.002,0.028,0.011,0.001,0,0.661,0.017,0.067,0.122,0.011,0.066,0.002,0,0.008,0.001
TCGA-CV-5973-01A,HNSC,simu_bulk_2ds_ref,0,0,0.018,0,0,0,0.922,0.007,0.015,0,0.006,0.003,0.002,0,0.012,0.015
TCGA-BA-5555-01A,HNSC,simu_bulk_2ds_ref,0.008,0.005,0.022,0.005,0,0,0.794,0.018,0.076,0.012,0.008,0.028,0.004,0,0.019,0.001
TCGA-UF-A7JS-01A,HNSC,simu_bulk_2ds_ref,0,0,0.013,0.011,0,0,0.877,0.006,0.024,0.028,0.008,0.021,0.001,0.007,0.003,0.001
TCGA-CV-A45Q-01A,HNSC,simu_bulk_2ds_ref,0,0,0.001,0.01,0,0,0.956,0.003,0.017,0,0.002,0.001,0.001,0,0.006,0.003
TCGA-QK-A6VC-01A,HNSC,simu_bulk_2ds_ref,0.017,0,0.03,0.014,0.021,0,0.731,0.041,0.064,0.031,0.001,0.014,0.002,0,0.028,0.007
TCGA-BA-A6DL-01A,HNSC,simu_bulk_2ds_ref,0.007,0.002,0.011,0.006,0,0,0.902,0.006,0.034,0.004,0.005,0.001,0.004,0,0.009,0.01
TCGA-CR-7365-01A,HNSC,simu_bulk_2ds_ref,0.001,0.005,0.007,0.002,0,0,0.722,0.007,0.057,0.138,0.02,0.018,0.003,0,0.012,0.008
TCGA-P3-A6SW-01A,HNSC,simu_bulk_2ds_ref,0.066,0,0.013,0.03,0.02,0,0.721,0.009,0.046,0.022,0.002,0.036,0.006,0,0.027,0.001
TCGA-HD-8314-01A,HNSC,simu_bulk_2ds_ref,0.009,0.002,0.026,0.001,0.011,0.001,0.7,0.026,0.05,0.039,0.031,0.086,0.006,0,0.01,0
TCGA-CN-4742-01A,HNSC,simu_bulk_2ds_ref,0.016,0.002,0.016,0.003,0.001,0,0.617,0.01,0.069,0.177,0.02,0.022,0.005,0,0.025,0.016
TCGA-IQ-A61H-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.005,0.003,0.005,0,0.803,0.007,0.059,0.04,0.02,0.033,0.005,0,0.012,0.007
TCGA-CX-7085-01A,HNSC,simu_bulk_2ds_ref,0.041,0.001,0.04,0.001,0.018,0.001,0.388,0.042,0.114,0.18,0.039,0.045,0.004,0,0.032,0.056
TCGA-CV-7235-01A,HNSC,simu_bulk_2ds_ref,0,0,0.014,0.033,0.005,0,0.504,0.038,0.168,0.189,0,0.017,0.001,0,0.03,0
TCGA-CV-7434-01A,HNSC,simu_bulk_2ds_ref,0,0,0.003,0.022,0.01,0,0.878,0,0.052,0.004,0,0.007,0.001,0,0.015,0.008
TCGA-CR-6480-01A,HNSC,simu_bulk_2ds_ref,0.022,0.003,0.025,0.014,0.001,0,0.809,0.02,0.05,0,0.009,0.002,0.003,0,0.041,0.001
TCGA-CR-7385-01A,HNSC,simu_bulk_2ds_ref,0.016,0.019,0.038,0.02,0.017,0,0.708,0.046,0.048,0.003,0.001,0.034,0.002,0,0.035,0.013
TCGA-T2-A6WZ-01A,HNSC,simu_bulk_2ds_ref,0.033,0,0.012,0.006,0.001,0,0.859,0.008,0.039,0.031,0.002,0.001,0.001,0,0.007,0
TCGA-CV-6436-01A,HNSC,simu_bulk_2ds_ref,0,0,0.006,0.036,0.009,0,0.854,0.005,0.021,0,0.003,0.024,0.002,0,0.009,0.032
TCGA-UF-A7JA-01A,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.008,0.002,0.009,0.001,0.779,0.008,0.053,0.1,0.01,0.016,0.003,0,0.009,0
TCGA-CQ-A4CB-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.018,0.003,0,0,0.661,0.02,0.091,0.165,0.001,0.015,0.003,0,0.012,0.01
TCGA-CX-7219-01A,HNSC,simu_bulk_2ds_ref,0.008,0.002,0.025,0.007,0.009,0,0.643,0.011,0.077,0.123,0.003,0.045,0.001,0,0.033,0.012
TCGA-IQ-A61G-01A,HNSC,simu_bulk_2ds_ref,0,0,0.007,0.001,0,0,0.952,0.004,0.022,0,0,0.002,0,0,0.009,0.003
TCGA-CV-5434-01A,HNSC,simu_bulk_2ds_ref,0.004,0.003,0.023,0,0.006,0,0.589,0.022,0.064,0.173,0.023,0.086,0.002,0,0.004,0
TCGA-DQ-5625-01A,HNSC,simu_bulk_2ds_ref,0.003,0.001,0.03,0.061,0.003,0.001,0.639,0.058,0.073,0.041,0.036,0.019,0.001,0,0.026,0.008
TCGA-BB-A6UM-01A,HNSC,simu_bulk_2ds_ref,0.001,0.003,0.036,0.048,0.002,0,0.804,0.02,0.033,0,0.008,0.007,0,0,0.029,0.008
TCGA-C9-A47Z-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.009,0.005,0.001,0,0.886,0.006,0.036,0.001,0.023,0.002,0.002,0,0.017,0.01
TCGA-P3-A6T7-01A,HNSC,simu_bulk_2ds_ref,0,0.002,0.002,0.019,0.001,0,0.845,0.004,0.06,0.035,0.001,0.002,0,0,0.026,0.004
TCGA-CN-6998-01A,HNSC,simu_bulk_2ds_ref,0,0,0.014,0.011,0.001,0,0.885,0.006,0.044,0,0.003,0.002,0,0,0.025,0.008
TCGA-MZ-A6I9-01A,HNSC,simu_bulk_2ds_ref,0.03,0.006,0.011,0.005,0,0,0.856,0.011,0.048,0.006,0.006,0.003,0.003,0,0.015,0.001
TCGA-F7-A50I-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.01,0.004,0.004,0,0.847,0.016,0.036,0.059,0,0.004,0.001,0,0.011,0.005
TCGA-T2-A6WX-01A,HNSC,simu_bulk_2ds_ref,0.009,0,0.034,0.035,0.063,0,0.708,0.019,0.062,0.001,0.001,0.062,0.001,0,0.006,0
TCGA-CN-4741-01A,HNSC,simu_bulk_2ds_ref,0.009,0.003,0.009,0.009,0.014,0,0.802,0.02,0.053,0.026,0.002,0.01,0.004,0,0.036,0.004
TCGA-CV-6948-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.009,0.017,0,0.001,0.856,0.015,0.033,0.033,0.004,0.025,0.001,0.001,0.003,0.001
TCGA-QK-A64Z-01A,HNSC,simu_bulk_2ds_ref,0,0,0.007,0.011,0.001,0,0.869,0.006,0.04,0.039,0.008,0.01,0.001,0,0.008,0
TCGA-CQ-6228-01A,HNSC,simu_bulk_2ds_ref,0.008,0.006,0.006,0,0,0,0.834,0.005,0.044,0.06,0.002,0.021,0.001,0,0.012,0.001
TCGA-CN-6996-01A,HNSC,simu_bulk_2ds_ref,0.014,0.001,0.057,0.001,0.02,0.001,0.559,0.048,0.096,0.066,0.041,0.06,0.005,0,0.024,0.006
TCGA-CN-4737-01A,HNSC,simu_bulk_2ds_ref,0.002,0.008,0.01,0,0.003,0.001,0.66,0.014,0.066,0.135,0.05,0.027,0.008,0,0.014,0.002
TCGA-QK-A6V9-01A,HNSC,simu_bulk_2ds_ref,0.009,0.022,0.025,0.038,0.019,0,0.784,0.032,0.029,0,0,0.008,0,0,0.029,0.004
TCGA-DQ-7591-01A,HNSC,simu_bulk_2ds_ref,0.017,0.023,0.068,0.022,0.032,0,0.669,0.074,0.048,0.009,0.003,0.025,0.003,0,0.006,0.002
TCGA-CN-5358-01A,HNSC,simu_bulk_2ds_ref,0.038,0.003,0.04,0,0.026,0.001,0.36,0.036,0.109,0.216,0.04,0.063,0.008,0,0.028,0.031
TCGA-CV-6945-01A,HNSC,simu_bulk_2ds_ref,0,0,0.006,0.001,0.006,0,0.908,0.004,0.02,0.035,0,0.01,0.001,0,0.008,0.001
TCGA-CQ-6218-01A,HNSC,simu_bulk_2ds_ref,0.002,0,0.019,0.007,0.003,0,0.816,0.007,0.038,0.059,0.013,0.003,0.003,0,0.016,0.013
TCGA-CV-7413-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.037,0.001,0.003,0,0.646,0.031,0.066,0.15,0.004,0.039,0.002,0,0.018,0.002
TCGA-CR-7377-01A,HNSC,simu_bulk_2ds_ref,0.008,0.005,0.059,0.002,0.028,0.001,0.455,0.056,0.119,0.169,0.029,0.048,0.004,0,0.016,0.002
TCGA-D6-6823-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.014,0.001,0.002,0,0.84,0.008,0.058,0.034,0.022,0.002,0.003,0,0.006,0.007
TCGA-CV-7253-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.004,0,0,0,0.918,0.009,0.015,0.024,0.01,0.013,0,0,0.005,0
TCGA-CV-6942-01A,HNSC,simu_bulk_2ds_ref,0.057,0.001,0.048,0.032,0.005,0,0.577,0.018,0.099,0.084,0.018,0.044,0.004,0,0.009,0.003
TCGA-BA-A6DA-01A,HNSC,simu_bulk_2ds_ref,0.001,0,0.008,0.004,0.009,0,0.898,0.004,0.028,0.001,0.004,0.003,0.001,0,0.034,0.006
TCGA-MT-A67D-01A,HNSC,simu_bulk_2ds_ref,0.034,0.001,0.02,0.001,0.008,0,0.726,0.015,0.064,0.054,0.014,0.016,0.005,0,0.025,0.018
TCGA-CQ-5323-01A,HNSC,simu_bulk_2ds_ref,0.02,0.003,0.017,0.014,0.012,0,0.784,0.012,0.065,0.023,0.007,0.003,0.004,0,0.028,0.009
TCGA-CR-7390-01A,HNSC,simu_bulk_2ds_ref,0.001,0.005,0.012,0.001,0.001,0.001,0.762,0.005,0.056,0.098,0.02,0.009,0.003,0,0.014,0.012
TCGA-UF-A7JK-01A,HNSC,simu_bulk_2ds_ref,0,0,0.005,0,0,0,0.914,0.005,0.035,0.028,0.006,0.002,0.001,0,0.002,0.001
TCGA-CV-A45Y-01A,HNSC,simu_bulk_2ds_ref,0.045,0.005,0.042,0.001,0.014,0,0.537,0.029,0.056,0.192,0.003,0.05,0.004,0,0.019,0.004
TCGA-P3-A6T0-01A,HNSC,simu_bulk_2ds_ref,0,0,0.005,0.001,0.001,0,0.901,0.007,0.022,0.046,0,0.007,0,0,0.01,0
TCGA-CN-4740-01A,HNSC,simu_bulk_2ds_ref,0.01,0.003,0.017,0.002,0.011,0.001,0.421,0.022,0.073,0.252,0.03,0.103,0.009,0,0.021,0.026
TCGA-CN-5370-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.034,0.009,0.006,0.001,0.496,0.026,0.087,0.185,0.034,0.086,0.004,0,0.017,0.012
TCGA-CN-6024-01A,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.004,0,0.004,0,0.83,0.005,0.026,0.095,0.016,0.009,0.001,0,0.007,0.001
TCGA-CR-7397-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.031,0,0.003,0.003,0.466,0.03,0.071,0.319,0.023,0.029,0.005,0,0.014,0.002
TCGA-QK-AA3J-01A,HNSC,simu_bulk_2ds_ref,0.009,0.001,0.012,0.013,0.001,0,0.837,0.004,0.085,0.007,0.006,0.001,0.003,0,0.021,0.001
TCGA-BA-A6DI-01A,HNSC,simu_bulk_2ds_ref,0.008,0.001,0.009,0.002,0,0,0.855,0.011,0.078,0.007,0.001,0.001,0.003,0,0.014,0.009
TCGA-CV-5443-01A,HNSC,simu_bulk_2ds_ref,0.058,0,0.04,0.026,0.008,0,0.641,0.042,0.039,0.046,0.021,0.063,0.001,0,0.014,0.001
TCGA-P3-A5Q5-01A,HNSC,simu_bulk_2ds_ref,0.016,0.001,0.037,0.032,0.055,0,0.616,0.038,0.014,0.002,0.001,0.166,0.001,0,0.021,0
TCGA-CN-A498-01A,HNSC,simu_bulk_2ds_ref,0.02,0.001,0.018,0.006,0,0,0.855,0.013,0.013,0.041,0.001,0.006,0.001,0,0.02,0.004
TCGA-CX-7082-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.011,0.004,0.011,0,0.845,0.008,0.035,0.04,0.018,0.024,0,0,0,0.001
TCGA-CV-7432-01A,HNSC,simu_bulk_2ds_ref,0,0,0.004,0.003,0,0,0.92,0,0.049,0,0,0.004,0.001,0,0.017,0.001
TCGA-CV-7248-01A,HNSC,simu_bulk_2ds_ref,0.035,0.009,0.022,0,0.008,0,0.661,0.015,0.09,0.079,0.028,0.034,0.004,0,0.009,0.006
TCGA-KU-A66T-01A,HNSC,simu_bulk_2ds_ref,0,0,0.001,0.003,0,0,0.919,0.003,0.023,0.036,0,0.001,0.001,0,0.012,0.001
TCGA-P3-A5Q6-01A,HNSC,simu_bulk_2ds_ref,0,0,0.018,0,0,0,0.788,0.008,0.031,0.12,0.005,0.026,0.002,0,0,0
TCGA-CN-5374-01A,HNSC,simu_bulk_2ds_ref,0.017,0.037,0.027,0.024,0.019,0.004,0.756,0.031,0.036,0.022,0.007,0.006,0.003,0,0.011,0.003
TCGA-CQ-A4CI-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.005,0.002,0,0,0.841,0.002,0.042,0.096,0.001,0.007,0.003,0,0,0
TCGA-BB-4224-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.005,0.004,0,0,0.895,0.012,0.041,0.006,0.005,0.005,0.005,0,0.02,0.002
TCGA-CN-6997-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.007,0.001,0.003,0,0.849,0.007,0.056,0.061,0,0.011,0.002,0,0.001,0
TCGA-CV-7101-01A,HNSC,simu_bulk_2ds_ref,0.043,0.003,0.012,0.002,0.005,0,0.72,0.02,0.056,0.052,0.011,0.042,0.003,0,0.024,0.007
TCGA-CV-6937-01A,HNSC,simu_bulk_2ds_ref,0,0,0.018,0.001,0.011,0,0.788,0.015,0.022,0.086,0,0.05,0.001,0,0.008,0
TCGA-CQ-5326-01A,HNSC,simu_bulk_2ds_ref,0,0.005,0.013,0.008,0,0,0.785,0,0.037,0.055,0,0.053,0.002,0,0.023,0.017
TCGA-P3-A6SX-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.002,0.003,0.001,0,0.873,0.001,0.038,0.053,0.014,0.001,0.002,0,0.008,0
TCGA-D6-A6EQ-01A,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.018,0.005,0.002,0,0.789,0.019,0.067,0.066,0.005,0.018,0.002,0,0.006,0.002
TCGA-CN-6995-01A,HNSC,simu_bulk_2ds_ref,0.001,0.002,0.035,0.037,0,0,0.761,0.026,0.045,0.02,0.005,0.049,0,0,0.018,0
TCGA-D6-A6EO-01A,HNSC,simu_bulk_2ds_ref,0.006,0.003,0.007,0.001,0.003,0,0.86,0.009,0.078,0.011,0.003,0.005,0.004,0,0.008,0.001
TCGA-KU-A6H8-01A,HNSC,simu_bulk_2ds_ref,0.002,0.001,0.005,0.015,0.015,0,0.732,0.019,0.051,0.031,0.089,0.015,0.006,0,0.015,0.002
TCGA-CN-6010-01A,HNSC,simu_bulk_2ds_ref,0.023,0.005,0.011,0.002,0.006,0,0.765,0.018,0.046,0.066,0.009,0.033,0.007,0,0.01,0.001
TCGA-BA-A8YP-01A,HNSC,simu_bulk_2ds_ref,0.011,0.001,0.017,0.001,0.002,0,0.687,0.003,0.044,0.18,0.016,0.037,0,0,0,0
TCGA-CV-6936-01A,HNSC,simu_bulk_2ds_ref,0.009,0.001,0.007,0.03,0.005,0,0.809,0.01,0.063,0.031,0.006,0.004,0.002,0,0.022,0.001
TCGA-D6-A4ZB-01A,HNSC,simu_bulk_2ds_ref,0.032,0.001,0.012,0.001,0.007,0,0.781,0.007,0.053,0.045,0.018,0.008,0.004,0,0.023,0.008
TCGA-QK-A6IG-01A,HNSC,simu_bulk_2ds_ref,0,0,0.009,0.027,0,0,0.848,0.001,0.052,0.048,0.005,0.01,0,0,0,0
TCGA-UF-A7JD-01A,HNSC,simu_bulk_2ds_ref,0.02,0.001,0.013,0.001,0.001,0.001,0.496,0.007,0.057,0.329,0.039,0.023,0.004,0,0.006,0.003
TCGA-QK-A6IJ-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.027,0.006,0,0,0.876,0.019,0.043,0,0.002,0.008,0.001,0,0.017,0
TCGA-HD-8635-01A,HNSC,simu_bulk_2ds_ref,0.012,0.001,0.016,0,0.013,0.001,0.773,0.008,0.042,0.048,0.045,0.012,0.002,0,0.009,0.016
TCGA-CV-7250-01A,HNSC,simu_bulk_2ds_ref,0.004,0.001,0.019,0.006,0.004,0,0.84,0.001,0.047,0.011,0.01,0.025,0.001,0,0.012,0.018
TCGA-CR-6487-01A,HNSC,simu_bulk_2ds_ref,0.069,0.033,0.075,0.036,0.061,0,0.469,0.062,0.053,0.038,0.016,0.084,0.004,0,0,0
TCGA-CN-6018-01A,HNSC,simu_bulk_2ds_ref,0.019,0.003,0.026,0.002,0.014,0.001,0.566,0.016,0.119,0.122,0.028,0.068,0.002,0,0.009,0.007
TCGA-CR-6484-01A,HNSC,simu_bulk_2ds_ref,0.032,0.002,0.022,0.013,0.013,0,0.489,0.041,0.096,0.101,0.018,0.116,0.005,0,0.05,0.002
TCGA-CR-7382-01A,HNSC,simu_bulk_2ds_ref,0.004,0.002,0.047,0.001,0.013,0.001,0.369,0.045,0.153,0.216,0.042,0.073,0.004,0,0.012,0.019
TCGA-CN-4726-01A,HNSC,simu_bulk_2ds_ref,0,0,0.011,0.001,0.006,0,0.783,0.008,0.023,0.088,0.021,0.011,0.004,0,0.019,0.025
TCGA-BB-A5HY-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.01,0.007,0.001,0,0.882,0.005,0.026,0.061,0.002,0,0,0,0.001,0.002
TCGA-CV-A45R-01A,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.028,0,0.008,0,0.681,0.019,0.08,0.072,0.029,0.037,0.003,0,0.034,0.006
TCGA-P3-A6T4-01A,HNSC,simu_bulk_2ds_ref,0.008,0,0.012,0.001,0.011,0.001,0.848,0.007,0.047,0.027,0.002,0.001,0.004,0,0.023,0.007
TCGA-CV-6962-01A,HNSC,simu_bulk_2ds_ref,0,0,0.003,0.001,0,0,0.911,0.003,0.036,0.016,0.018,0.007,0.001,0,0,0.002
TCGA-MT-A51W-01A,HNSC,simu_bulk_2ds_ref,0,0.001,0.007,0.031,0,0,0.859,0.012,0.057,0.001,0.001,0.001,0.001,0,0.027,0.002
TCGA-CQ-7068-01A,HNSC,simu_bulk_2ds_ref,0,0,0.049,0.076,0.002,0,0.72,0.046,0.041,0.004,0,0.041,0,0,0.017,0.004
TCGA-4P-AA8J-01A,HNSC,simu_bulk_2ds_ref,0.02,0.001,0.029,0.004,0.002,0,0.539,0.015,0.066,0.233,0.026,0.051,0.003,0,0.011,0
TCGA-CV-A45P-01A,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.011,0.006,0.001,0,0.865,0.008,0.056,0,0.017,0,0.002,0,0.025,0.007
TCGA-CV-7429-01A,HNSC,simu_bulk_2ds_ref,0,0.002,0.008,0.009,0.012,0,0.695,0,0.069,0.097,0.033,0.072,0.003,0,0,0
TCGA-HD-A633-01A,HNSC,simu_bulk_2ds_ref,0,0,0.003,0.005,0,0,0.864,0.001,0.062,0.053,0,0.004,0.002,0,0.006,0
TCGA-DQ-5631-01A,HNSC,simu_bulk_2ds_ref,0.007,0.004,0.018,0,0,0,0.762,0.014,0.073,0.084,0.027,0.004,0.004,0,0.004,0
TCGA-CV-5436-01A,HNSC,simu_bulk_2ds_ref,0.005,0,0.014,0.007,0.01,0.001,0.806,0.011,0.027,0.075,0.022,0.008,0.003,0,0.009,0.001
TCGA-DQ-5630-01A,HNSC,simu_bulk_2ds_ref,0.005,0,0.035,0.018,0.005,0,0.56,0.036,0.092,0.145,0.015,0.045,0.002,0.013,0.024,0.005
TCGA-CR-6482-01A,HNSC,simu_bulk_2ds_ref,0.042,0.065,0.091,0.001,0.009,0.005,0.454,0.084,0.083,0.063,0.028,0.063,0.001,0,0.01,0
