gene_name,gene_ids,n_cells,total_counts,n_counts
AP1M2,,45342,,301246.1
AP1S1,ENSG00000106367,110489,886.0,780642.1
AP1S2,ENSG00000182287,114856,1930.0,834529.4
AP1S3,ENSG00000152056,43676,83.0,200338.05
AP2A1,ENSG00000196961,78056,777.0,464075.62
AP2A2,ENSG00000183020,78978,410.0,489193.16
AP2B1,ENSG00000006125,133233,1092.0,919897.5
AP2M1,ENSG00000161203,205630,3699.0,1602260.2
AP2S1,ENSG00000042753,205537,3547.0,1657540.1
AP3B1,ENSG00000132842,72199,484.0,446969.78
AP3B2,,8822,,30165.264
AP3D1,ENSG00000065000,103949,1145.0,681226.06
AP3M1,ENSG00000185009,57207,478.0,296011.6
AP3M2,ENSG00000070718,41409,368.0,255072.77
AP3S1,ENSG00000177879,155072,1717.0,1129378.2
AP3S2,ENSG00000157823,40556,81.0,188790.36
AP4B1,ENSG00000134262,24741,181.0,126470.586
AP4E1,ENSG00000081014,34529,140.0,134608.36
AP4M1,ENSG00000221838,45914,202.0,263851.25
AP4S1,ENSG00000100478,37737,138.0,156078.17
AP5B1,ENSG00000254470,34507,159.0,146642.27
AP5M1,ENSG00000053770,51420,477.0,320040.7
AP5S1,ENSG00000125843,36099,161.0,166986.62
AP5Z1,ENSG00000242802,42180,386.0,238698.48
APAF1,ENSG00000120868,44591,234.0,220886.17
APBA1,,9561,,27865.365
APBA2,ENSG00000034053,32751,510.0,183621.4
APBA3,ENSG00000011132,34736,421.0,181844.17
APBB1,ENSG00000166313,28724,218.0,185134.94
APBB1IP,ENSG00000077420,73065,1873.0,534008.56
APBB2,,32937,,190567.28
APBB3,ENSG00000113108,20501,105.0,123822.53
APC,ENSG00000134982,57346,186.0,354917.47
APC2,,10079,,60155.918
APCDD1,,28059,,144884.27
APCDD1L,,1173,,6641.8267
APCS,,4605,,22120.387
APEH,ENSG00000164062,67761,713.0,424122.62
APELA,,1501,,9489.467
APEX1,ENSG00000100823,154276,1640.0,1106364.5
APEX2,ENSG00000169188,38614,281.0,230097.38
APH1A,ENSG00000117362,147844,2154.0,1054812.1
APH1B,ENSG00000138613,40040,225.0,248166.28
API5,ENSG00000166181,73970,641.0,463741.44
APIP,ENSG00000149089,75815,481.0,468123.97
APITD1,ENSG00000175279,14393,121.0,92003.586
APITD1-CORT,,2697,14.0,9538.226
APLF,ENSG00000169621,5586,17.0,29508.988
APLN,,3454,,22807.723
APLNR,,5206,,38249.324
APLP1,,27730,26.0,148843.14
APLP2,ENSG00000084234,186521,1011.0,1478082.2
APMAP,ENSG00000101474,120922,1374.0,828692.9
APOA1,ENSG00000118137,10971,45.0,60087.836
APOA1BP,ENSG00000163382,71572,997.0,520537.4
APOA2,,11357,,95551.836
APOA4,,266,,1668.9395
APOA5,,998,,2328.0115
APOB,,4458,,14354.721
APOBEC1,,2643,,17482.637
APOBEC2,,1717,,10013.105
APOBEC3A,ENSG00000128383,24896,1113.0,119469.29
APOBEC3B,ENSG00000179750,13187,52.0,67000.05
APOBEC3C,ENSG00000244509,84735,3426.0,626050.94
APOBEC3D,ENSG00000243811,29954,385.0,133461.16
APOBEC3F,ENSG00000128394,28985,273.0,117955.19
APOBEC3G,ENSG00000239713,75816,6546.0,563591.1
APOBEC3H,ENSG00000100298,15043,609.0,96429.445
APOBEC4,,206,,856.6285
APOBR,ENSG00000184730,20818,604.0,138732.94
APOC1,ENSG00000130208,99865,288.0,873966.06
APOC2,ENSG00000234906,22937,86.0,182940.23
APOC3,,5324,,29051.81
APOC4,,2306,,11969.576
APOC4-APOC2,,7447,,37123.812
APOD,ENSG00000189058,36823,,300526.9
APOE,ENSG00000130203,123484,233.0,1123460.5
APOF,,3208,,11720.174
APOH,,7716,,38331.742
APOL1,ENSG00000100342,58660,366.0,332645.88
APOL2,ENSG00000128335,61370,495.0,364110.56
APOL3,ENSG00000128284,39536,859.0,250249.6
APOL4,ENSG00000100336,21534,34.0,105629.734
APOL6,ENSG00000221963,81533,1029.0,487019.44
APOLD1,ENSG00000178878,43285,345.0,257651.89
APOM,ENSG00000204444,15153,108.0,85443.23
APOO,ENSG00000184831,53086,254.0,328395.0
APOOL,ENSG00000155008,42240,153.0,202467.38
APOPT1,ENSG00000256053,107532,823.0,698544.75
APP,ENSG00000142192,137604,601.0,1018696.75
APPBP2,ENSG00000062725,59733,275.0,349296.4
APPL1,ENSG00000157500,116202,506.0,728027.56
APPL2,ENSG00000136044,49668,92.0,310646.44
APRT,ENSG00000198931,229080,5599.0,1854805.5
APTX,ENSG00000137074,56624,330.0,349042.78
AQP1,,26005,,206542.73
AQP10,,323,,2129.5457
AQP11,,9273,15.0,52523.246
AQP3,ENSG00000165272,54428,884.0,387374.34
AQP4,,13363,,109728.74
AQP5,,8233,,60404.35
AQP6,,17502,,32392.855
AQP7,,1793,,9336.966
AQP8,,441,,2834.3376
AQP9,ENSG00000103569,16638,131.0,120697.164
AQPEP,,160,,904.0324
AQR,ENSG00000021776,52373,275.0,298561.16
AR,,33918,,260759.78
ARAF,ENSG00000078061,61615,616.0,389116.88
ARAP1,ENSG00000186635,47549,306.0,300663.78
ARAP2,ENSG00000047365,52015,644.0,318395.72
ARAP3,ENSG00000120318,13505,20.0,80378.734
ARC,,18505,,133280.27
ARCN1,ENSG00000095139,95936,375.0,595998.25
AREG,ENSG00000109321,58726,5071.0,442845.6
AREL1,ENSG00000119682,19269,108.0,110922.84
ARF1,ENSG00000143761,238943,5114.0,1941883.8
ARF3,ENSG00000134287,124380,1079.0,836597.9
ARF4,ENSG00000168374,180049,1645.0,1357108.6
ARF5,ENSG00000004059,151115,2911.0,1086874.0
ARF6,ENSG00000165527,181021,7460.0,1351313.9
ARFGAP1,ENSG00000101199,45941,245.0,287344.8
ARFGAP2,ENSG00000149182,90001,1207.0,579745.1
ARFGAP3,ENSG00000242247,97096,783.0,642180.75
ARFGEF1,ENSG00000066777,70831,339.0,417625.97
ARFGEF2,ENSG00000124198,40265,142.0,234254.45
ARFIP1,ENSG00000164144,53542,309.0,336484.5
ARFIP2,ENSG00000132254,83622,397.0,500819.4
ARFRP1,ENSG00000101246,71721,794.0,461283.78
ARG1,,3490,,16305.334
ARG2,ENSG00000081181,34923,83.0,221524.6
ARGFX,,9696,,20081.844
ARGLU1,ENSG00000134884,201560,3916.0,1540042.9
ARHGAP1,ENSG00000175220,75759,547.0,443586.25
ARHGAP10,ENSG00000071205,32278,120.0,188715.66
ARHGAP11A,ENSG00000198826,34836,246.0,162253.06
ARHGAP11B,ENSG00000187951,18468,420.0,113477.62
ARHGAP12,ENSG00000165322,53166,68.0,327412.3
ARHGAP15,ENSG00000075884,68237,1641.0,504142.0
ARHGAP17,ENSG00000140750,48626,226.0,267631.44
ARHGAP18,ENSG00000146376,86689,660.0,587858.9
ARHGAP19,ENSG00000213390,15641,76.0,82510.875
ARHGAP19-SLIT1,,2695,,10500.022
ARHGAP20,,7463,,43170.37
ARHGAP21,ENSG00000107863,67624,89.0,415701.0
ARHGAP22,ENSG00000128805,21875,48.0,122654.72
ARHGAP23,,13680,,81387.01
ARHGAP24,ENSG00000138639,32574,191.0,225276.03
ARHGAP25,ENSG00000163219,44689,823.0,294270.97
ARHGAP26,ENSG00000145819,62640,281.0,343156.4
ARHGAP27,ENSG00000159314,45873,380.0,271327.66
ARHGAP28,,15087,,47135.605
ARHGAP29,,41963,,255502.73
ARHGAP30,ENSG00000186517,65029,2870.0,462113.1
ARHGAP31,ENSG00000031081,22858,156.0,135023.69
ARHGAP32,ENSG00000134909,38591,,242718.38
ARHGAP33,ENSG00000004777,12457,88.0,74334.13
ARHGAP35,ENSG00000160007,58201,260.0,356628.28
ARHGAP36,,161,,1172.5032
ARHGAP39,,6163,,34009.93
ARHGAP4,ENSG00000089820,53324,1224.0,366317.12
ARHGAP40,,774,,4642.5737
ARHGAP42,,14103,,87564.01
ARHGAP44,,9238,,52178.023
ARHGAP5,ENSG00000100852,88555,234.0,556124.56
ARHGAP6,,28047,,192589.83
ARHGAP8,,19494,,86896.984
ARHGAP9,ENSG00000123329,54985,2390.0,390744.34
ARHGDIA,ENSG00000141522,193612,5258.0,1443073.2
ARHGDIB,ENSG00000111348,206564,22476.0,1888708.5
ARHGDIG,,7832,,35605.504
ARHGEF1,ENSG00000076928,97850,3329.0,673753.25
ARHGEF10,,32855,17.0,167928.11
ARHGEF10L,ENSG00000074964,20944,32.0,125154.58
ARHGEF11,,17826,,103427.29
ARHGEF12,ENSG00000196914,79142,481.0,482849.53
ARHGEF15,,10526,,41211.82
ARHGEF16,,12443,,77895.48
ARHGEF17,,14525,,91128.45
ARHGEF18,,17213,,93268.31
ARHGEF19,ENSG00000142632,15313,171.0,93231.555
ARHGEF2,ENSG00000116584,63950,505.0,419522.9
ARHGEF25,,8313,,54385.285
ARHGEF26,ENSG00000114790,40833,47.0,260660.28
ARHGEF28,,14148,,82471.305
ARHGEF3,ENSG00000163947,47230,695.0,292267.72
ARHGEF33,,957,11.0,5141.1357
ARHGEF35,ENSG00000213214,28574,70.0,177007.5
ARHGEF37,ENSG00000183111,17041,111.0,108928.91
ARHGEF38,,8422,,47933.543
ARHGEF39,ENSG00000137135,28650,53.0,112393.086
ARHGEF4,ENSG00000136002,18059,23.0,63784.125
ARHGEF40,ENSG00000165801,36151,98.0,231629.02
ARHGEF5,ENSG00000050327,18041,62.0,107294.016
ARHGEF6,ENSG00000129675,48400,609.0,307582.62
ARHGEF7,ENSG00000102606,57179,300.0,351385.28
ARHGEF9,ENSG00000131089,41842,259.0,226734.75
ARID1A,ENSG00000117713,108261,664.0,689585.7
ARID1B,ENSG00000049618,77696,334.0,474706.5
ARID2,ENSG00000189079,60914,358.0,352412.9
ARID3A,ENSG00000116017,44144,393.0,254079.4
ARID3B,ENSG00000179361,26321,253.0,132247.73
ARID4A,ENSG00000032219,89539,908.0,578939.44
ARID4B,ENSG00000054267,168244,2564.0,1209958.2
ARID5A,ENSG00000196843,86293,2269.0,614284.2
ARID5B,ENSG00000150347,137578,2016.0,1002853.75
ARIH1,ENSG00000166233,80396,398.0,490307.88
ARIH2,ENSG00000177479,100157,737.0,655343.06
ARIH2OS,ENSG00000221883,31713,175.0,145362.17
ARL1,ENSG00000120805,107715,748.0,719840.7
ARL10,ENSG00000175414,21419,53.0,88859.97
ARL11,ENSG00000152213,23534,73.0,98122.664
ARL13B,ENSG00000169379,45620,151.0,270931.3
ARL14,,10304,,68465.55
ARL14EP,ENSG00000152219,68475,564.0,433026.4
ARL14EPL,,482,,2513.8381
ARL15,ENSG00000185305,19993,82.0,124890.914
ARL16,ENSG00000214087,101193,404.0,648075.94
ARL17A,ENSG00000185829,35860,179.0,192759.03
ARL17B,ENSG00000228696,21948,100.0,107218.09
ARL2,ENSG00000213465,139644,828.0,978590.44
ARL2-SNX15,,7628,,20188.064
ARL2BP,ENSG00000102931,109234,1235.0,748900.25
ARL3,ENSG00000138175,98040,1241.0,639993.5
ARL4A,ENSG00000122644,121677,847.0,866259.8
ARL4C,ENSG00000188042,119099,3543.0,886392.94
ARL4D,ENSG00000175906,29611,34.0,177156.62
ARL5A,ENSG00000162980,146594,1593.0,1047155.75
ARL5B,ENSG00000165997,53297,212.0,333518.06
ARL5C,,4647,,9254.854
ARL6,ENSG00000113966,9913,27.0,58943.984
ARL6IP1,ENSG00000170540,200538,3448.0,1581782.8
ARL6IP4,ENSG00000182196,238395,5718.0,1926312.1
ARL6IP5,ENSG00000144746,216466,7331.0,1730211.0
ARL6IP6,ENSG00000177917,75385,1266.0,489676.03
ARL8A,ENSG00000143862,72533,410.0,477592.72
ARL8B,ENSG00000134108,92395,671.0,596908.1
ARL9,,4247,,26667.59
ARMC1,ENSG00000104442,73609,555.0,467810.34
ARMC10,ENSG00000170632,106283,523.0,657014.5
ARMC12,,1264,,7330.9756
ARMC2,ENSG00000118690,7212,62.0,38051.99
ARMC3,,929,,5581.6123
ARMC4,,471,,2628.7202
ARMC5,ENSG00000140691,18548,139.0,104372.03
ARMC6,ENSG00000105676,40367,289.0,250287.56
ARMC7,ENSG00000125449,27367,318.0,161847.38
ARMC8,ENSG00000114098,71126,553.0,427789.38
ARMC9,ENSG00000135931,33209,26.0,130249.5
ARMCX1,ENSG00000126947,25309,29.0,166768.84
ARMCX2,ENSG00000184867,25608,36.0,170081.78
ARMCX3,ENSG00000102401,107003,703.0,735548.1
ARMCX4,ENSG00000196440,14006,23.0,81905.69
ARMCX5,ENSG00000125962,23592,133.0,142655.42
ARMCX6,ENSG00000198960,77500,987.0,512124.84
ARNT,ENSG00000143437,45960,278.0,257919.67
ARNT2,,25168,,118543.9
ARNTL,ENSG00000133794,32844,422.0,197446.11
ARNTL2,ENSG00000029153,34494,53.0,136546.38
ARPC1A,ENSG00000241685,152774,738.0,1143912.8
ARPC1B,ENSG00000130429,233976,15197.0,2038045.0
ARPC2,ENSG00000163466,283690,19641.0,2566753.5
ARPC3,ENSG00000111229,282281,12242.0,2495935.8
ARPC4,ENSG00000241553,188909,6241.0,1420659.5
ARPC4-TTLL3,,7581,,34240.062
ARPC5,ENSG00000162704,226531,5897.0,1822279.4
ARPC5L,ENSG00000136950,152909,2514.0,1116992.6
ARPIN,ENSG00000242498,29076,61.0,137452.05
ARPP19,ENSG00000128989,156095,1442.0,1078981.4
ARPP21,,4267,,28068.076
ARR3,,133,,530.28674
ARRB1,ENSG00000137486,37684,185.0,199595.86
ARRB2,ENSG00000141480,92171,1818.0,644049.8
ARRDC1,ENSG00000197070,78303,775.0,521659.97
ARRDC2,ENSG00000105643,49021,607.0,319892.03
ARRDC3,ENSG00000113369,99135,655.0,694640.1
ARRDC4,ENSG00000140450,22493,35.0,144263.27
ARRDC5,ENSG00000205784,3684,101.0,23341.951
ARSA,ENSG00000100299,51892,226.0,297663.06
ARSB,ENSG00000113273,29134,78.0,123942.266
ARSD,ENSG00000006756,57184,86.0,317099.94
ARSE,,7797,,44123.484
ARSF,,2921,,3636.6963
ARSG,ENSG00000141337,29111,302.0,153893.39
ARSI,,1834,,11403.462
ARSJ,,13875,,88149.22
ARSK,ENSG00000164291,31197,83.0,146760.92
ART3,,4505,,11826.48
ART4,,11252,,22985.365
ART5,,644,,4033.3838
ARTN,,2404,,14731.012
ARV1,ENSG00000173409,46591,357.0,293852.25
ARVCF,,10332,10.0,61485.355
ARX,,4050,,26832.809
AS3MT,,18144,,40832.824
ASAH1,ENSG00000104763,164336,1107.0,1248136.5
ASAH2,,2818,10.0,11729.562
ASAH2B,ENSG00000204147,9306,55.0,50965.164
ASAP1,ENSG00000153317,88347,464.0,571974.5
ASAP2,,41779,28.0,259270.52
ASAP3,,9341,,56130.574
ASB1,ENSG00000065802,41574,508.0,253104.44
ASB11,,13120,,20094.426
ASB13,ENSG00000196372,16731,32.0,100155.34
ASB14,,1004,,3215.8884
ASB15,,457,10.0,2364.8079
ASB16,,5178,,11596.42
ASB18,,7359,,8913.756
ASB2,ENSG00000100628,11500,898.0,73295.78
ASB4,,2425,,4164.7935
ASB5,,314,,2016.9604
ASB6,ENSG00000148331,42625,279.0,194309.8
ASB7,ENSG00000183475,19554,125.0,110963.04
ASB8,ENSG00000177981,70677,520.0,407156.1
ASB9,,6876,,39521.723
ASCC1,ENSG00000138303,48184,396.0,283698.6
ASCC2,ENSG00000100325,75062,1089.0,483424.4
ASCC3,ENSG00000112249,73533,430.0,447222.12
ASCL1,,13839,,103986.57
ASCL2,ENSG00000183734,14246,189.0,96661.984
ASCL4,,103,,666.28925
ASCL5,,375,,2156.614
ASF1A,ENSG00000111875,66450,867.0,418730.4
ASF1B,ENSG00000105011,28271,511.0,175646.62
ASGR1,ENSG00000141505,21369,131.0,120797.78
ASGR2,ENSG00000161944,5998,112.0,30109.94
ASH1L,ENSG00000116539,126398,873.0,846000.44
ASH2L,ENSG00000129691,49642,463.0,287378.06
ASIC1,,7180,11.0,44249.12
ASIC2,,152,,877.37775
ASIC3,,2752,,16047.168
ASIC4,,9157,,64381.54
ASIP,ENSG00000101440,2372,44.0,15053.054
ASL,ENSG00000126522,67556,416.0,427281.16
ASMT,ENSG00000196433,1026,63.0,3588.6414
ASMTL,ENSG00000169093,43926,547.0,276575.1
ASNA1,ENSG00000198356,118770,1855.0,822486.06
ASNS,ENSG00000070669,34067,307.0,214400.38
ASNSD1,ENSG00000138381,79627,702.0,509196.16
ASPA,,11959,,25002.842
ASPDH,,864,,3809.4998
ASPG,,580,,3187.8035
ASPH,ENSG00000198363,107102,211.0,738584.2
ASPHD1,,25159,,161982.48
ASPHD2,ENSG00000128203,11001,92.0,61764.668
ASPM,ENSG00000066279,26590,271.0,164854.0
ASPN,,15254,,121100.66
ASPRV1,,1139,,7114.2974
ASPSCR1,ENSG00000169696,75538,802.0,477488.5
ASRGL1,ENSG00000162174,59728,78.0,361144.38
ASS1,,31399,,218767.83
ASTE1,ENSG00000034533,22899,207.0,132748.19
ASTL,,376,,1438.2523
ASTN1,,8189,,51412.145
ASTN2,ENSG00000148219,31671,38.0,172925.88
ASUN,ENSG00000064102,24538,262.0,141131.75
ASXL1,ENSG00000171456,78827,746.0,500564.53
ASXL2,ENSG00000143970,58786,663.0,358143.03
ASXL3,,3686,,21435.496
ASZ1,,2056,,2715.5098
ATAD1,ENSG00000138138,70748,608.0,445864.25
ATAD2,ENSG00000156802,60540,506.0,365898.7
ATAD2B,ENSG00000119778,42255,274.0,231382.53
ATAD3A,ENSG00000197785,45089,312.0,286795.62
ATAD3B,ENSG00000160072,40908,212.0,216346.69
ATAD3C,ENSG00000215915,24205,25.0,89409.08
ATAD5,ENSG00000176208,32841,225.0,178894.44
ATAT1,ENSG00000137343,30809,89.0,195362.98
ATCAY,,26522,,95301.26
ATE1,ENSG00000107669,40799,169.0,243656.89
ATF1,ENSG00000123268,60308,643.0,379735.56
ATF2,ENSG00000115966,57778,313.0,354486.97
ATF3,ENSG00000162772,104528,664.0,810318.06
ATF4,ENSG00000128272,200188,3028.0,1540880.1
ATF5,ENSG00000169136,66232,1379.0,426470.88
ATF6,ENSG00000118217,89338,443.0,538345.2
ATF6B,ENSG00000213676,109740,1758.0,729261.94
ATF7,ENSG00000170653,63861,337.0,393898.0
ATF7IP,ENSG00000171681,78681,679.0,507019.06
ATF7IP2,ENSG00000166669,51573,650.0,319787.12
ATG10,ENSG00000152348,50509,286.0,306128.84
ATG101,ENSG00000123395,51962,781.0,351380.0
ATG12,ENSG00000145782,131507,1419.0,875480.25
ATG13,ENSG00000175224,54258,388.0,319465.12
ATG14,ENSG00000126775,48691,147.0,245026.12
ATG16L1,ENSG00000085978,27964,199.0,162499.6
ATG16L2,ENSG00000168010,38083,294.0,231502.31
ATG2A,ENSG00000110046,48368,676.0,278449.16
ATG2B,ENSG00000066739,27246,90.0,150621.78
ATG3,ENSG00000144848,127148,1613.0,872693.0
ATG4A,ENSG00000101844,28571,221.0,168093.48
ATG4B,ENSG00000168397,74917,772.0,477389.66
ATG4C,ENSG00000125703,32766,206.0,199055.42
ATG4D,ENSG00000130734,43390,397.0,276480.72
ATG5,ENSG00000057663,79767,686.0,501161.25
ATG7,ENSG00000197548,39427,255.0,232503.38
ATG9A,ENSG00000198925,39605,227.0,239241.22
ATG9B,ENSG00000181652,7471,46.0,45669.266
